cas,smile,odors
53833-30-0,CCc1oc(C)c(C)n1,"crème,légume,terre"
53833-32-2,CCCc1oc(C)c(C)n1,"gras,métal"
539-30-0,CCOCc1ccccc1,ananas
539-82-2,CCCCC(=O)OCC,"ananas,baie,doux,ester,fraise,fruit exotique,fruité,pomme,vert"
539-88-8,CCOC(=O)CCC(C)=O,"ananas,baie,cire d'abeille,floral,fruité,melon,rhubarbe,vert"
539-90-2,CCCC(=O)OCC(C)C,"ananas,baie,bonbon,cerise,doux,fruité,pomme,rhum"
5392-40-5,CC(C)=CCC\C(C)=C\C=O,"agrume,boisé,citron,citron vert,doux,frais,herbe,vert,zesté"
5396-89-4,CC(=O)CC(=O)OCc1ccccc1,"banane,floral,fruité"
540-07-8,CCCCCOC(=O)CCCCC,"ananas,cire d'abeille,cognac,doux,ester,fruité,gras,melon,poire,pomme,vert"
540-18-1,CCCCCOC(=O)CCC,"ananas,banane,cerise,doux,fruité"
540-42-1,CCC(=O)OCC(C)C,"banane,doux,ester,éther,fruité,rhum,vert"
5405-41-4,CCOC(=O)CC(C)O,"cire d'abeille,fruité,pomme,raisin,vert,vin"
5405-58-3,CCCCCCOC(C)OCCCCCC,"cire d'abeille,coriandre,éther,herbe,melon,métal,vert"
5406-12-2,Cc1ccc(CCC=O)cc1,"lilas,lys"
5406-58-6,CC1(C)COC(C)(OC1)c2ccccc2,"aubépine,camphre,doux,santal"
54082-68-7,CC(CC\C=C(C)\CCC=C(C)C)C=O,"cire d'abeille,floral,jacinthe,muguet,vert"
54089-83-7,CC(CCc1ccccc1)CC#N,"doux,floral,lys,métal,muguet"
541-31-1,CC(C)CCS,"ail,oignon"
541-47-9,CC(C)=CC(O)=O,"lactique,phénolé"
541-58-2,Cc1scc(C)n1,"café,orge torréfiée,thé"
541-85-5,CCC(C)CC(=O)CC,"agrume,doux,fruité,huile"
541-91-3,CC1CCCCCCCCCCCCC(=O)C1,"animal,boisé,doux,floral,gras,musc,poudré,savon"
5413-49-0,CCOC(=O)CCC1(C)OCC(C)O1,caramel
5413-60-5,CC(=O)OC1CC2CC1C3CC=CC23,"boisé,cèdre,pin,savon,vert"
5418-86-0,CSC(SC)SC,"champignon,moisi,truffe"
542-46-1,O=C1CCCCCCC\C=C/CCCCCCC1,"animal,doux,gras,musc,poudré,savon"
542-55-2,CC(C)COC=O,"chimique,doux,éther,frais,fruité,rhum"
542-85-8,CCN=C=S,ail
5420-98-4,CC1CCOC(O1)\C=C\c2ccccc2,"bonbon,cannelle,épicé"
5421-00-1,O=C(Cc1ccccc1)OCC2CCCO2,"doux,floral,miel"
5421-12-5,CCCCCCCCCC1OCC(C)O1,floral
5421-17-0,CCCCCCOC(=O)Cc1ccccc1,"cire d'abeille,doux,floral,fruité,miel,poudré,rose,vert,vin"
5421-27-2,CC(C)COC(=O)CCCCCCCCC=C,"cire d'abeille,fruité"
5426-78-8,CCOC(C)Oc1ccccc1,"frais,rose"
543-39-5,CC(C)(O)CCCC(=C)C=C,"agrume,floral,lavande"
543-49-7,CCCCCC(C)O,"citronelle,doux,floral,fruité,herbe,terre,vert"
54300-08-2,CC(=O)c1ncc(C)nc1C,"fruit à coque,noisette torréfiée"
54300-09-3,CC(=O)c1nc(C)cnc1C,"caramel,noisette torréfiée"
54306-00-2,CCC/C=C/C(OCC)OCC,"fruité,pomme verte"
5434-57-1,CCCCCCOC(=O)C(C)(C)C,"boisé,floral,fruité,gras,moisi,vert"
54340-90-8,CCCCCCOC(C)OC,"capucine,herbe"
5435-64-3,CC(CC=O)CC(C)(C)C,"agrume,aldéhyde,gras,herbe,vert"
5436-21-5,COC(CC(C)=O)OC,"alcool,fruit à coque,moisi"
544-35-4,CCCCC/C=C\C\C=C/CCCCCCCC(=O)OCC,fruité
544-40-1,CCCCSCCCC,"ail,caoutchouc,géranium,herbe,légume,oignon,raifort,rose,vert,violette"
544-63-8,CCCCCCCCCCCCCC(O)=O,"ananas,cire d'abeille,crème,fromage,gras,noix de coco,savon,zesté"
54411-06-2,CCCCc1sc(CC)cc1,"baie,terre"
5442-00-2,CC(CO)C1CCCCC1,"balsamique,géranium,menthé,muguet,vert"
54464-57-2,CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,"ambre gris,bois,cèdre,phénolé"
54484-73-0,CCCCCCOC(C)OCC,"floral,terre"
5451-52-5,CCCCCCCCCCOC=O,fleur d'oranger
5451-80-9,CCCCCCCOC(=O)CCCC,pomme verte
5451-88-7,CCCCC(=O)OCCCc1ccccc1,"floral,fraise"
5451-95-6,CCCCCCCCCOC(=O)c1ccccc1,"doux,menthé,orange"
5452-07-3,CC(C)CC(=O)OCCCc1ccccc1,"framboise,prune"
5454-09-1,CCCCCCCCCCOC(=O)CCC,"agrume,cire d'abeille,doux,fruité,gras,rose"
5454-11-5,CCCCCCC(=O)OCCc1ccccc1,"abricot,rose"
5454-19-3,CCCCCCCCCCOC(=O)CC,"cognac,fruité,gras,rhum"
5454-21-7,CCCCCCC(=O)OCc1ccccc1,"abricot,sauge"
5454-28-4,CCCCCCC(=O)OCCCC,"carambole,fruité,herbe,huile,papaye,poire,réglisse,vert,vin"
54546-26-8,CCCCC1OC(C)CC(C)(C)O1,"basilic,camomille,épicé,vert"
5455-24-3,CCCC(=O)C(=O)CCC,"beurre,crème"
5457-70-5,CCCCCCCC(=O)OCCc1ccccc1,"cacao,caramel,cire d'abeille,cognac,crème,doux,floral,fruité,vert,vin"
5458-59-3,CCCCCCCC(=O)OC(C)C,"banane,cognac,doux,fruité,noix de coco,vin"
546-49-6,CC(C)=CC(=O)C(C)(C)C=C,"baie,herbe,menthé,miel"
546-79-2,CC(C)[C@]12CC[C@@](C)(O)[C@@H]1C2,"boisé,camphre,épicé,eucalyptus,frais,huile,menthé,vert"
5461-02-9,CCCCCCCCCCCOC(=O)CCC,cire d'abeille
5461-06-3,CCCCCCCC(=O)OCC(C)C,"floral,huile,vert"
5461-08-5,CC(C)C(=O)OCc1ccc2OCOc2c1,"abricot,baie,confiture,doux,fruité,héliotrope,poudré,prune"
5462-06-6,COc1ccc(CC(C)C=O)cc1,"anis,basilic,fenouil,framboise,vert"
5466-06-8,CCOC(=O)CCS,"fruité,moufette,raisin"
5468-06-4,CC1OC(Cc2ccccc2)OC1C,"doux,terre"
547-61-5,CC1(C)[C@@H]2CC(O)C(=C)[C@H]1C2,"balsamique,fenouil"
547-63-7,COC(=O)C(C)C,"ananas,doux,éther,floral,fruité,pomme"
5471-51-2,CC(=O)CCc1ccc(O)cc1,"baie,barbe à papa,boisé,confiture,doux,floral,framboise,fruité,myrtille"
54814-64-1,CCCCCC1CC=CC(=O)O1,"crème,fruité,herbe,lait frais,noix de coco,pêche,vert"
54815-13-3,CCCCCCCCC(OCC)OCC,"floral,rose"
54830-99-8,CC(=O)OC1=CCC2C3CCC(C3)C12,"boisé,cèdre,pin,réglisse"
54889-48-4,CCCCCCCC(OCC)OCC,"agrume,boisé,cire d'abeille,épicé,fruité,gras,huile,légume,melon,vert"
54947-74-9,CCCC[C@@H](C)CCC([O-])=O,"cire d'abeille,crème,gras,lactique,lait frais,métal,moisi,plastique"
54957-02-7,CC(O)C(C)SC(C)C(C)S,"bouillon,brûlé,gras,soufré"
54982-83-1,O=C1CCCCCCCCCCC(=O)OCCO1,"animal,cire d'abeille,musc"
55013-32-6,CCCC[C@H]1OC(=O)C[C@H]1C,"épicé,noix de coco,vanille"
55066-48-3,CC(CCO)CCc1ccccc1,"floral,géranium,muguet,rose,vert"
55066-49-4,CC(CCc1ccccc1)CC=O,"boisé,cire d'abeille,frais,lys,vert"
55066-56-3,CC(C)CC(=O)Oc1ccc(C)cc1,"animal,doux,fécal,herbe,lactique,limbourg,phénolé,tabac"
551-08-6,CCC\C=C/1OC(=O)c2ccccc12,"herbe,légume,livèche,vert"
551-93-9,CC(=O)c1ccccc1N,doux
552-02-3,C[C@@H]1CC[C@H]2[C@@H]1C3[C@@H](CC[C@]2(C)O)C3(C)C,"doux,fruité,herbe,menthé,vert"
5524-05-0,C[C@@H]1CC[C@H](CC1=O)C(C)=C,"menthé,menthol"
55253-28-6,C[C@@H]1CC[C@@H]([C@@H]1C=O)C(C)=C,"camphre,herbe"
554-12-1,CCC(=O)OC,"banane,éther,fraise,fruité,pomme,rhum"
554-14-3,Cc1sccc1,"alliacé,chou,oignon,soufré,vert"
55418-52-5,CC(=O)CCc1ccc2OCOc2c1,"baie,barbe à papa,confiture,doux,épicé,floral,framboise,fruité,héliotrope,poudré"
55444-65-0,CC\C=C/CC(OC)OC,pomme
55449-44-0,CC[C@@H](C)C(=O)OC,lactique
555-10-2,CC(C)[C@@H]1CCC(=C)C=C1,térébenthine
5552-30-7,CCOC(=O)c1ccccc1NC(=O)c2ccc(cc2Cl)[N+]([O-])=O,"boisé,cèdre,floral,framboise,fruité,racine"
556-24-1,COC(=O)CC(C)C,"ananas,doux,ester,fruité,pomme"
556-61-6,CN=C=S,raifort
556-82-1,CC(C)=CCO,"alcool,doux,fruité,lavande,vert"
557-00-6,CCCOC(=O)CC(C)C,"fruité,pomme"
557-48-2,CC\C=C/CC\C=C\C=O,"cire d'abeille,concombre,gras,légume,melon,vert,violette"
55704-78-4,CC1(O)CSC(C)(O)CS1,"agneau,bouillon,oignon,porc cuit,poulet"
55719-85-2,C\C=C(/C)C(=O)OCCc1ccccc1,"doux,géranium,herbe,huile,rose,vert"
55764-22-2,CC(=O)Sc1cc(C)oc1C,floral
55764-23-3,Cc1oc(C)c(S)c1,"poulet rôti,soufré"
55764-25-5,CC(=O)Sc1ccoc1C,"bacon,brûlé,cuit,friture,œuf,poulet,soufré"
55764-28-8,CC(C)CC(=O)Sc1cc(C)oc1C,cacao
5577-44-6,CCC\C=C\C=C\C=O,"agrume,fruité,gras,huile,légume,melon,poire,suif,vert"
5579-78-2,CCCCC1CCCCC(=O)O1,"beurre,caramel au beurre,cire d'abeille,crème,doux,fève tonka,fromage,gras,lactique,lait frais,noix de coco"
5585-39-7,CC(C)=CCC\C(C)=C\C#N,métal
5595-79-9,CCOc1cc(COC)ccc1O,"balsamique,bois brûlé,clou de girofle,costarde,épicé,floral,œillet,poudré,vanille"
56-85-9,N[C@@H](CCC(N)=O)C(O)=O,"cacao,costarde,doux,huile"
56-86-0,NC(CCC(O)=O)C(O)=O,pain
560-88-3,CC1(C)[C@@H]2CC[C@]1(C)[C@@H](C2)OC(=O)c3ccccc3O,"balsamique,boisé,frais,orchidée,sapin"
56006-48-5,CCCCC(CC)C(O)=O,terre
56011-02-0,CC(C)CCOCCc1ccccc1,"ananas,artichaut,capucine,frais,fruité,jacinthe,métal,vert"
5616-51-3,CC1SCCS1,"alliacé,cuit,fumée,légume,oignon,oignon cuit"
56172-46-4,C/C=C/C(=O)OC/C=C(C)/CCC=C(C)C,"amande,caramel,fruit à coque,fruité,sirop d'érable"
562-74-3,CC(C)C1(O)CCC(=CC1)C,"agrume,boisé,clou de girofle,doux,épicé,frais,menthol,moisi,noix de muscade,terre"
56269-22-8,CC/C=C\C=C/C=C\C=O,"aldéhyde,concombre,melon"
564-20-5,CC1(C)CCCC2(C)C1CCC3(C)OC(=O)CC23,"ambre gris,boisé,cèdre,champignon,mousse,tabac,terre"
564-94-3,CC1(C)C2CC=C(C=O)C1C2,"boisé,camphre,cannelle,confiture,épicé,fève tonka,frais,menthé,poudré,vert"
56423-43-9,CCCCCCCOC(=O)CC(C)C,"animal,boisé"
5655-61-8,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,"balsamique,boisé,épicé,floral,frais,herbe,pin,poudré,sapin,savon"
56578-18-8,CCCC\C=C\CCCCO,"floral,rose"
5660-60-6,C1COC(O1)/C=C/c2ccccc2,"cannelle,doux,épicé"
56805-23-3,CC\C=C/C\C=C/CCO,"cire d'abeille,concombre,doux,frais,fruité,melon,pastèque,poire,poivron,vert"
56836-93-2,CC(O)C(C)Cc1ccccc1,"menthol,muguet,rose,vert"
56922-74-8,CCCCC(=O)OC\C=C\CCC,"ananas,banane,banane verte,cire d'abeille,cognac,ester,floral,fruité,poire,pomme,vert,vin"
56973-85-4,CC1(C)CCC=C(C1)C(=O)CCC=C,"ananas,galbanum,herbe,narcisse,terre,vert"
57-06-7,C=CCN=C=S,"ail,moutarde,raifort,wasabi"
57-10-3,CCCCCCCCCCCCCCCC(O)=O,"cire d'abeille,crème,gras,lactique,saindoux,savon,suif"
5703-26-4,COc1ccc(CC=O)cc1,"anisé,poudré"
57074-37-0,CCCCC\C=C\CCCO,"fruité,gras"
57082-24-3,CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2,"épicé,fruité,terre"
57094-40-3,CC1(O)CCOC2(CCCCC2)C1,"camphre,menthé,romarin"
57124-87-5,CC1OCCC1S,"ail,alliacé,bouillon,dinde cuite,gras,oignon,poulet,soufré,viande cuite"
57194-69-1,O=C\C=C/c1ccccc1,cannelle
5724-81-2,C1CC=NC1,fruit de mer
57246-60-3,CCCCc1ncsc1C,poivron
57345-19-4,CC1(C)CCCC2(C)C1CCC34COC(C)(CCC23)O4,"boisé,musc,poudré"
57371-42-3,COc1cc(CC=C)ccc1OCc2ccccc2,foin
57378-68-4,C/C=C/C(=O)C1C(C)C=CCC1(C)C,"baie,boisé,bourgeon de cassis,doux,épicé,fruité,herbe,menthé,rose,tabac"
57500-00-2,CSSCc1occc1,"ail,alliacé,bœuf cuit,café,foie,friture,grillé,œuf,oignon,porc cuit,soufré,viande cuite"
5756-24-1,CSSSSC,soufré
57576-09-7,C[C@@H]1CC[C@H]([C@@H](C1)OC(C)=O)C(C)=C,"baie,boisé,camphre,doux,frais,fruité,médicinal,menthe poivrée,vert"
576-26-1,Cc1cccc(C)c1O,"brûlé,café,doux,fumée,médicinal,phénolé,racine"
5760-50-9,COC(=O)CCCCCCC\C=C\C,"cire d'abeille,floral,gras,huile,métal,rose,savon,terre"
5764-85-2,CCOC(=O)CC(O)c1ccccc1,"animal,cuir,foin,fraise"
577-16-2,CC(=O)c1ccccc1C,"amande,anisé,aubépine,brûlé,coumarine,fruit à coque,miel,phénolé,poudré"
578-58-5,COc1ccccc1C,"boisé,camphre,épicé,floral,fruit à coque,menthé,naphtaline,noix,orchidée,phénolé,terre"
57856-81-2,CCCCCCCCCC(=O)OCC=C,"ananas,doux,fruité,gras"
57893-27-3,CC1CCC2(O1)C(C)(C)CCCC2(C)OC(C)=O,"fruit de la passion,herbe,mandarine,mangue,raisin,thé"
579-07-7,CC(=O)C(=O)c1ccccc1,"beurre,cacao,caramel,fruit à coque,lactique,miel"
579-74-8,COc1ccccc1C(C)=O,"amande,anisé,cerfeuil,moisi,phénolé,poudré"
57934-97-1,CCOC(=O)C1C(=CCCC1(C)C)CC,"baie,boisé,épicé,fruité"
5794-03-6,CC1(C)[C@@H]2CC[C@@H](C2)C1=C,"agrume,boisé,camphre,citron vert,eucalyptus,frais,herbe,médicinal,menthé,pin,résineux,sapin"
5794-04-7,CC1(C)C2CCC(C2)C1=C,"boisé,sapin"
57967-72-3,C[C@@H]1CC[C@]2(O1)C(C)(C)CCC[C@@]2(C)OC(C)=O,"fruit de la passion,herbe,mandarine,mangue,raisin,thé"
57967-73-4,C[C@@H]1CC[C@@]2(O1)C(C)(C)CCC[C@@]2(C)OC(C)=O,"fruit de la passion,herbe,mandarine,mangue,raisin,thé"
57967-74-5,C[C@@H]1CC[C@@]2(O1)C(C)(C)CCC[C@]2(C)OC(C)=O,"fruit de la passion,herbe,mandarine,mangue,raisin,thé"
58-86-6,OC1COC(O)C(O)C1O,"boisé,café,caramel,doux,fumée"
58096-46-1,CC12CCCC(C1)(OC=O)C3CC(C)(C)C3CC2,"épicé,poivre"
58214-97-4,O=COCCOc1ccccc1,"cannelle,doux,poudré,styrax"
58244-29-4,CC1COC(O1)c2ccc(C)cc2,"amande amère,cerise,fruité"
58296-81-4,CC\C=C/CCCCCCC=O,cire d'abeille
583-04-0,C=CCOC(=O)c1ccccc1,"baie,banane,cerise,floral"
583-60-8,CC1CCCCC1=O,"frais,menthe poivrée"
5837-78-5,CCOC(=O)C(/C)=C/C,"baie,caramel,floral,fruité,rhum,vert"
584-02-1,CCC(O)CC,"fruit à coque,herbe,huile"
58430-94-7,CC(CCOC(C)=O)CC(C)(C)C,"boisé,cumin,épicé,floral,fruité,lavande,melon,violette"
58461-27-1,CC(C)=CCC(CO)C(C)=C,"cire d'abeille,herbe,mimosa"
585-24-0,CC(C)COC(=O)C(C)O,"beurre,caramel,fruité"
585-25-1,CCCCCC(=O)C(C)=O,"aldéhyde,asperge,coriandre,épicé,gras,herbe,terre,vert"
58555-74-1,CC(=C)[C@@H]1CCC(=CC1)C.Oc2ccccc2,"agrume,doux,frais,orange"
58567-11-6,CCOCOC1CCCCCCCCCCC1,"ambre gris,cèdre,poussière"
586-62-9,CC(C)=C1CCC(=CC1)C,"agrume,boisé,citron,citron vert,doux,floral,frais,herbe,pin,plastique,zesté"
586-81-2,C[C](C)=[C]1CC[C](C)(O)CC1,"floral,lilas"
586-82-3,CC(C)C1=CCC(C)(O)CC1,moisi
58605-97-3,CC(C)C/C(C)=C/CC/C(C)=C/C=O,"aldéhyde,cire d'abeille,floral"
5862-47-5,CC1=C(C(NC(=S)N1)c2ccc(Br)cc2)C(=O)Nc3cccc(Cl)c3,"doux,moutarde,raifort,rance,wasabi"
58625-96-0,CCOC(=O)C(/C)=C/CC,"baie,confiture,rhum"
5870-68-8,CCOC(=O)CC(C)CC,fruité
5870-93-9,CCCCCCCOC(=O)CCC,"banane,camomille,doux,floral,fruité,kiwi,miel,poire,thé,vert"
588-67-0,CCCCOCc1ccccc1,rose
5888-51-7,CCc1ccc(OC)c(OC)c1,terre
589-35-5,CCC(C)CCO,"alcool,cacao,cognac,fruité,pomme,vert,vin,whisky"
589-38-8,CCCC(=O)CC,"cire d'abeille,doux,fruité,raisin,rhum"
589-59-3,CC(C)COC(=O)CC(C)C,"banane,doux,frais,framboise,fruité,pomme,vert"
589-66-2,C\C=C/C(=O)OCC(C)C,"alcool,boisé,caramel,chimique,cognac,doux,fruité,poire,réglisse,rhum,vert"
589-75-3,CCCCCCCC(=O)OCCCC,"éther,herbe"
589-92-4,CC1CCC(=O)CC1,animal
589-98-0,CCCCCC(O)CC,"agrume,boisé,champignon,cire d'abeille,crème,épicé,fermentaire,fruit à coque,herbe,lactique,melon,menthé,moisi,terre,vert"
58985-02-7,CC1CCC(CC1)C(C)(C)O,"agrume,citron vert,floral"
58985-18-5,CC1CCC(CC1)C(C)(C)OC(C)=O,"agrume,boisé,citron vert,eau de cologne"
590-01-2,CCCCOC(=O)CC,"banane,cerise,doux,ester,fruité,rhum,rose"
590-86-3,CC(C)CC=O,"aldéhyde,cacao,chocolat,fruit à coque,fruité,gras,pêche,vert"
59020-85-8,CCC(=O)SCc1occc1,"ail,café,oignon,soufré"
59020-90-5,O=CSCc1occc1,"café,fruit à coque"
59021-02-2,SCc1cnccn1,viande cuite
5905-46-4,CCCSS\C=C\C,oignon cuit
59052-82-3,O=COC1CCCCCCCCCCC1,"boisé,doux"
59056-62-1,CC(=O)OCC1CCC(C)(C)C23CC4CC2C13C4(C)C,"ambre gris,santal,sauge"
59056-64-3,CC1(C)CCC(CO)C23C4CC(CC124)C3(C)C,"ambre gris,animal,sauge"
59056-70-1,CC1(C)CCC(COC=O)C23C4CC(CC124)C3(C)C,"ambre gris,cèdre,sauge"
591-12-8,CC1=CCC(=O)O1,"coumarine,crème,doux,fève tonka,foin,fruit à coque,huile,noix de coco,solvant,tabac,vanille"
591-23-1,CC1CCCC(O)C1,"fruité,moisi,rhum"
591-24-2,CC1CCCC(=O)C1,"camphre,médicinal"
591-49-1,CC1=CCCCC1,agrume
591-60-6,CCCCOC(=O)CC(C)=O,"brandy,fermentaire,fruité"
591-68-4,CCCCOC(=O)CCCC,"ananas,banane,doux,framboise,fruité,vert"
591-78-6,CCCCC(C)=O,beurre
591-80-0,OC(=O)CCC=C,"fromage,fruité,lactique,parmesan"
5910-85-0,CC/C=C/C=C/C=O,"crème,doux,épicé,fruité,gras,zesté"
5910-87-2,CCCC\C=C\C=C\C=O,"chips,cire d'abeille,concombre,fruit à coque,fruit exotique,graisse animale,graisse de poulet,gras,melon,vert,violette,zesté"
5910-89-4,Cc1nccnc1C,"beurre de cacahuète,cacahuète,cacao,café,caramel,fruit à coque,moisi,noix,pain,pomme de terre,poudré"
5912-86-7,COc1cc(\C=C/C)ccc1O,clou de girofle
59151-19-8,CCCCCC1CC(=O)C=C(C)C1C(=O)OCC,"anis,floral,jasmin"
59191-78-5,CCCCCC(CO)C(C)=O,"doux,herbe,terre"
592-20-1,CC(=O)COC(C)=O,"beurre,fruit à coque,lactique"
592-82-5,CCCCN=C=S,vert
592-84-7,CCCCOC=O,"brandy,prune,rhum"
592-88-1,C=CCSCC=C,"ail,légume,métal,oignon,radis,raifort,soufré"
5921-82-4,CCCCCC(C)OC(C)=O,fruité
59230-57-8,CC(C)c1ccc(COC(C)=O)cc1,"bergamote,doux,fruité,herbe"
5925-68-8,CSC(=O)c1ccccc1,"ail,chou,légume,pomme de terre"
5925-75-7,O=C(CSCc1[nH]c2ccccc2n1)Nc3ccc4ccccc4c3,"lactique,lait frais,légume,soufré"
59259-38-0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C(C)O,"frais,menthol"
593-08-8,CCCCCCCCCCCC(C)=O,"champignon,cire d'abeille,fromage,fruit à coque,graisse de poulet,gras,herbe,lactique,lait frais,noix de coco,terre"
5932-68-3,COc1cc(\C=C\C)ccc1O,"épicé,floral,œillet,phénolé"
59323-76-1,CCCC1CCOC(C)S1,"ananas,capucine,chou,chrysanthème,fruité,galbanum,oignon,salade verte,terre,vert"
59324-17-3,CCCC1CCOC(C)S1,"ail,oignon"
5933-87-9,CCCCCCCCCC(=O)OCCCCC,"cognac,vin"
59354-71-1,CC(C)C(=O)OC(C)(C)Cc1ccccc1,"bourgeon de cassis,confiture,jasmin,raisin"
5937-11-1,CC(C)[C@@H]1CC[C@](C)(O)[C@@H]2CCC(=C[C@@H]12)C,terre
5943-34-0,CC(C)SSSC(C)C,ail
5947-36-4,CC1(C)C2CC(O)C(=C)C1C2,"balsamique,boisé,camphre,frais,menthé,pin,sapin,thym,vert"
59471-80-6,CC(C)C1CCC(C)C(=O)C1,"herbe,menthé,menthe verte"
5949-05-3,C[C@@H](CCC=C(C)C)CC=O,agrume
5953-49-1,CCCCC(C)OC(C)=O,"fruité,poire"
59558-23-5,CCCCCCCC(=O)Oc1ccc(C)cc1,"animal,cuir,fécal,foin,herbe,jasmin,naphtaline,phénolé,vert,ylang-ylang"
5978-70-1,CCCCCC[C@@H](C)O,"concombre,gras"
598-75-4,CC(C)C(C)O,"alcool,cacao,cidre,fromage,légume,moisi"
5986-38-9,C\C(C=C)=C/CCC(C)(C)O,"agrume,citron,citron vert,doux,eau de cologne"
5986-55-0,C[C@H]1CCC2(O)C(C)(C)C3CC[C@@]2(C)C1C3,"camphre,poudré,terre"
5988-91-0,CC(C)CCCC(C)CC=O,"aldéhyde,citron,vert"
5989-27-5,CC(=C)[C@@H]1CCC(=CC1)C,"agrume,doux,frais,menthe,orange"
5989-33-3,CC(C)(O)C1CCC(C)(O1)C=C,"boisé,doux,floral"
5989-54-8,CC(=C)[C@H]1CCC(=CC1)C,"baie,coriandre,genévrier,herbe,poivre,vert"
60-01-5,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,"beurre,cire d'abeille,crème,fromage,gras"
60-12-8,OCCc1ccccc1,"doux,épicé,floral,frais,lilas,miel,pain,rose"
600-14-6,CCC(=O)C(C)=O,"beurre,caramel,chamallow,crème,fromage,fruit à coque,grillé,mélasse"
600-18-0,CCC(=O)C(O)=O,"caramel,crème,doux,gras"
60047-17-8,CC(C)(O)C1CCC(C)(O1)C=C,"balsamique,camphre,herbe,pin"
60066-88-8,CC(/CC\C=C(/C)C=O)=C\CCC(=C)C=C,"cire d'abeille,doux,frais"
60160-17-0,CCCCCCCCCC(=O)OCCCCCCC,"brandy,cognac"
60241-52-3,CCC(O)CCC1C(C)CCCC1(C)C,"ambre gris,cèdre,santal"
60241-53-4,CC(O)C(C)CC1C(C)CCCC1(C)C,"ambre gris,cèdre,floral,violette"
60241-55-6,CC1CCCC(C)(C)C1CC(C)C(C)OC(C)=O,poudré
6028-61-1,CCCSSSCCC,"ail,alliacé,légume,menthé,métal,oignon,soufré,vert"
6032-29-7,CCCC(C)O,"alcool,banane,doux,fermentaire,fruité,huile,melon,moisi,pomme,solvant,vin"
6033-23-4,CCCCCC(C)O,"fromage,fromage bleu,gras,huile"
6033-24-5,CCCCCC(C)O,"doux,gras,huile"
60335-71-9,CC1=CCOC(C1)c2ccccc2,"géranium,métal,rose,vert"
60362-71-2,CC1=C(C)C2(C)CCC1(C)C(C)(C)C2(C)O,"camphre,patchouli"
60415-61-4,CCCC(C)OC(=O)CCC,"abricot,banane,capucine,doux,fruité,haricot vert,herbe,métal,noix de cajou"
60416-24-2,CC(=O)OCCCC1CCCCC1,"floral,fruité"
60523-21-9,CCOC(=O)C(C)[CH]=[C]=[CH2],"baie,doux,fraise,fruité,rhum,vert"
606-45-1,COC(=O)c1ccccc1OC,"cassis,floral,fruité,jacinthe,ylang-ylang"
6066-49-5,CCCCC1OC(=O)c2ccccc12,phénolé
607-85-2,CC(C)OC(=O)c1ccccc1O,orchidée
607-90-9,CCCOC(=O)c1ccccc1O,"fruité,prune"
607-91-0,COc1cc(CC=C)cc2OCOc12,"balsamique,boisé"
607-97-6,CCOC(=O)C(CC)C(C)=O,"artichaut,bière,éther,fruité,herbe,papaye,terre,vert,vin"
60763-41-9,CCCCC\C(=C/c1ccccc1)C(OCC)OCC,"aldéhyde,floral,fruité,jasmin,vert"
60763-42-0,CCC(C)CCC(C)(CC)OC(C)=O,"cire d'abeille,floral,fruité,miel"
60784-31-8,CCCCCC\C=C/C=O,"cire d'abeille,concombre"
60788-25-2,CCOC(=O)C(=O)OCCC(C)CCC=C(C)C,"aldéhyde,cire d'abeille,litchi,lys,muguet,rose"
60826-15-5,CCCCCCC(CC)OC(C)=O,"éther,fruité"
6091-50-5,CC(C)[C@@H]1CCC(=CC1=O)C,"épicé,frais,herbe,menthé,menthe poivrée,menthol"
611-13-2,COC(=O)c1occc1,"caramel,champignon,doux,moisi,tabac"
61114-24-7,COc1cc(CC=C)ccc1OC(=O)CC(C)C,"clou de girofle,épicé"
612-15-7,COc1ccccc1C=C,"éther,fruit à coque,herbe"
6125-24-2,[O-][N+](=O)CCc1ccccc1,épicé
6126-50-7,C/C=C/CCCO,"ananas,cuit,huile,légume,métal,pomme de terre,terre"
613-70-7,COc1ccccc1OC(C)=O,"boisé,clou de girofle,coumarine,épicé,fumée,jambon,phénolé,poudré,vanille"
614-33-5,O=C(OCC(COC(=O)c1ccccc1)OC(=O)c2ccccc2)c3ccccc3,"balsamique,capucine,herbe,phénolé,plastique,vert"
614-47-1,O=C(\C=C\c1ccccc1)c2ccccc2,"balsamique,herbe"
614-99-3,CCOC(=O)c1occc1,"brûlé,floral,fruité,orchidée"
61444-38-0,CC\C=C/CCOC(=O)C\C=C/CC,"banane,fenouil,feuille de tomate,fruité,melon,métal,poire,vert"
61444-41-5,CCCCCCCC(=O)OCC\C=C/CC,"artichaut,asperge,fruité,huile,kiwi,métal,orchidée,salade verte,vert,vin"
615-10-1,CCCOC(=O)c1occc1,"brûlé,champignon,chocolat,herbe,phénolé,terre"
615-22-5,CSc1sc2ccccc2n1,"boisé,fumée"
61531-45-1,CCCCCCCCC(=O)OCCCCC,"cognac,floral"
616-09-1,CCCOC(=O)C(C)O,"lait frais,yaourt"
